Start,Connection,Database,Query,Time (secs),Columns,Records
14:08:21,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.check_constraints AS sys_check  INNER JOIN sys.schemas AS sys_sch ON sys_check.schema_id = sys_sch.schema_id  INNER JOIN sys.tables AS sys_t ON sys_check.parent_object_id = sys_t.object_id  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Contact'",0.067,1,1
14:08:21,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.indexes sys_idx  INNER JOIN sys.tables sys_t ON sys_idx.object_id = sys_t.object_id  INNER JOIN sys.objects sys_obj ON sys_obj.object_id = sys_idx.object_id  INNER JOIN sys.schemas AS sys_sch ON sys_t.schema_id = sys_sch.schema_id  AND sys_idx.index_id > 0  AND sys_obj.type ='U'  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Contact'",0.066,1,1
14:08:21,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.objects AS sys_o  INNER JOIN sys.tables sys_t ON sys_o.parent_object_id = sys_t.object_id  INNER JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id  INNER JOIN sys.triggers sys_tr ON sys_o.object_id = sys_tr.object_id  WHERE sys_o.type = 'TR'  AND sys_tr.parent_class = 1 -- DML Triggers  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Contact'",0.073,1,1
14:08:21,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT ( CASE WHEN Stat.EstimateCount > 1000 THEN 1 ELSE 0 END ) AS IsEstimate, ( CASE WHEN Stat.EstimateCount > 1000 THEN Stat.EstimateCount ELSE ( SELECT COUNT(*) FROM [dbo].[Contact] ) END ) AS RecordCount FROM ( SELECT CAST( p.rows AS float ) AS EstimateCount FROM sys.tables AS tbl INNER JOIN sys.indexes AS idx ON idx.object_id = tbl.object_id and idx.index_id < 2 INNER JOIN sys.partitions AS p ON p.object_id = CAST( tbl.object_id AS int ) AND p.index_id=idx.index_id WHERE ( ( tbl.name = N'Contact' AND SCHEMA_NAME( tbl.schema_id ) = N'dbo' ) ) ) Stat",0.043,2,1
14:08:23,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', 'Table', N'Shipment', 'Constraint', N'lnk_Contact_Shipment' )",0.049,2,0
14:08:27,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT        sys_col.name AS 'Column',        sys_col.column_id AS ID,        sys_col.max_length,        sys_col.precision,        sys_col.scale,        sys_col.collation_name,        sys_col.is_nullable,        sys_col.is_identity,        sys_type.name AS 'TypeName',        sys_type.is_user_defined AS 'IsUDT',        SCHEMA_NAME ( sys_type.schema_id ) AS 'TypeSchema',        object_definition( sys_col.default_object_id ) AS 'Default',        sys_def.name AS 'Default_Name'  FROM sys.columns sys_col        JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id        JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id        JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id        JOIN sys.types sys_type ON sys_col.user_type_id = sys_type.user_type_id        LEFT JOIN sys.default_constraints AS sys_def ON sys_def.parent_object_id = sys_t.object_id AND sys_def.parent_column_id = sys_col.column_id  WHERE sys_obj.type = 'U'  AND sys_col.is_computed = 0  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Shipment' AND sys_col.is_computed = 0",0.056,13,14
14:08:27,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT        sys_col.name AS 'Method',        sys_col.column_id AS ID,        sys_col.max_length,        sys_col.precision,        sys_col.scale,        sys_col.collation_name,        sys_col.is_nullable,        sys_col.is_persisted,        sys_col.definition,        sys_type.name AS 'UserType',        sys_def.name AS 'Default_Name'  FROM sys.computed_columns sys_col        JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id        JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id        JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id        JOIN sys.types sys_type ON sys_col.system_type_id = sys_type.user_type_id        LEFT JOIN sys.default_constraints AS sys_def ON sys_def.parent_object_id = sys_t.object_id AND sys_def.parent_column_id = sys_col.column_id  WHERE sys_obj.type = 'U'  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Shipment'",0.057,11,0
14:08:27,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  COL_NAME( sys_idx_col.object_id, sys_idx_col.column_id ) AS ColumnName  FROM    sys.indexes AS sys_i  INNER JOIN sys.index_columns AS sys_idx_col    ON  sys_i.object_id = sys_idx_col.object_id    AND sys_i.index_id  = sys_idx_col.index_id  WHERE  sys_idx_col.OBJECT_ID = '949578421' AND sys_i.is_primary_key = 1",0.047,1,1
14:08:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', 'Table', N'Truck', DEFAULT, DEFAULT )",0.049,2,0
14:08:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  COL_NAME( sys_idx_col.object_id, sys_idx_col.column_id ) AS ColumnName  FROM    sys.indexes AS sys_i  INNER JOIN sys.index_columns AS sys_idx_col    ON  sys_i.object_id = sys_idx_col.object_id    AND sys_i.index_id  = sys_idx_col.index_id  WHERE  sys_idx_col.OBJECT_ID = '789577851' AND sys_i.is_primary_key = 1",0.043,1,1
14:08:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT        sys_col.name AS 'Column',        sys_col.column_id AS ID,        sys_col.max_length,        sys_col.precision,        sys_col.scale,        sys_col.collation_name,        sys_col.is_nullable,        sys_col.is_identity,        sys_type.name AS 'TypeName',        sys_type.is_user_defined AS 'IsUDT',        SCHEMA_NAME ( sys_type.schema_id ) AS 'TypeSchema',        object_definition( sys_col.default_object_id ) AS 'Default',        sys_def.name AS 'Default_Name'  FROM sys.columns sys_col        JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id        JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id        JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id        JOIN sys.types sys_type ON sys_col.user_type_id = sys_type.user_type_id        LEFT JOIN sys.default_constraints AS sys_def ON sys_def.parent_object_id = sys_t.object_id AND sys_def.parent_column_id = sys_col.column_id  WHERE sys_obj.type = 'U'  AND sys_col.is_computed = 0  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Truck' AND sys_col.is_computed = 0",0.052,13,11
14:08:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.check_constraints AS sys_check  INNER JOIN sys.schemas AS sys_sch ON sys_check.schema_id = sys_sch.schema_id  INNER JOIN sys.tables AS sys_t ON sys_check.parent_object_id = sys_t.object_id  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Truck'",0.072,1,1
14:08:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.indexes sys_idx  INNER JOIN sys.tables sys_t ON sys_idx.object_id = sys_t.object_id  INNER JOIN sys.objects sys_obj ON sys_obj.object_id = sys_idx.object_id  INNER JOIN sys.schemas AS sys_sch ON sys_t.schema_id = sys_sch.schema_id  AND sys_idx.index_id > 0  AND sys_obj.type ='U'  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Truck'",0.068,1,1
14:08:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*)  FROM sys.columns sys_col  JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id  JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id  JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id  JOIN sys.types sys_type ON sys_col.system_type_id = sys_type.user_type_id  WHERE sys_obj.type = 'U'  AND sys_col.is_computed = 1  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Truck'",0.074,1,1
14:08:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.objects AS sys_o  INNER JOIN sys.tables sys_t ON sys_o.parent_object_id = sys_t.object_id  INNER JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id  INNER JOIN sys.triggers sys_tr ON sys_o.object_id = sys_tr.object_id  WHERE sys_o.type = 'TR'  AND sys_tr.parent_class = 1 -- DML Triggers  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Truck'",0.075,1,1
14:08:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.indexes sys_idx  JOIN sys.tables sys_t ON sys_idx.object_id = sys_t.object_id  JOIN sys.objects sys_obj ON sys_obj.object_id = sys_idx.object_id  JOIN sys.schemas AS sys_sch ON sys_t.schema_id = sys_sch.schema_id  WHERE sys_idx.is_unique_constraint = 1  AND sys_obj.type ='U'  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Truck'",0.065,1,1
14:08:44,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT ( CASE WHEN Stat.EstimateCount > 1000 THEN 1 ELSE 0 END ) AS IsEstimate, ( CASE WHEN Stat.EstimateCount > 1000 THEN Stat.EstimateCount ELSE ( SELECT COUNT(*) FROM [dbo].[Truck] ) END ) AS RecordCount FROM ( SELECT CAST( p.rows AS float ) AS EstimateCount FROM sys.tables AS tbl INNER JOIN sys.indexes AS idx ON idx.object_id = tbl.object_id and idx.index_id < 2 INNER JOIN sys.partitions AS p ON p.object_id = CAST( tbl.object_id AS int ) AND p.index_id=idx.index_id WHERE ( ( tbl.name = N'Truck' AND SCHEMA_NAME( tbl.schema_id ) = N'dbo' ) ) ) Stat",0.045,2,1
14:08:46,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', 'Table', N'Shipment', 'Constraint', N'lnk_Truck_Shipment' )",0.044,2,0
14:09:28,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', 'Table', N'Refuel', 'Constraint', N'lnk_Truck_Refuel' )",0.042,2,0
14:09:32,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT        sys_col.name AS 'Column',        sys_col.column_id AS ID,        sys_col.max_length,        sys_col.precision,        sys_col.scale,        sys_col.collation_name,        sys_col.is_nullable,        sys_col.is_identity,        sys_type.name AS 'TypeName',        sys_type.is_user_defined AS 'IsUDT',        SCHEMA_NAME ( sys_type.schema_id ) AS 'TypeSchema',        object_definition( sys_col.default_object_id ) AS 'Default',        sys_def.name AS 'Default_Name'  FROM sys.columns sys_col        JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id        JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id        JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id        JOIN sys.types sys_type ON sys_col.user_type_id = sys_type.user_type_id        LEFT JOIN sys.default_constraints AS sys_def ON sys_def.parent_object_id = sys_t.object_id AND sys_def.parent_column_id = sys_col.column_id  WHERE sys_obj.type = 'U'  AND sys_col.is_computed = 0  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Refuel' AND sys_col.is_computed = 0",0.047,13,9
14:09:32,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT        sys_col.name AS 'Method',        sys_col.column_id AS ID,        sys_col.max_length,        sys_col.precision,        sys_col.scale,        sys_col.collation_name,        sys_col.is_nullable,        sys_col.is_persisted,        sys_col.definition,        sys_type.name AS 'UserType',        sys_def.name AS 'Default_Name'  FROM sys.computed_columns sys_col        JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id        JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id        JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id        JOIN sys.types sys_type ON sys_col.system_type_id = sys_type.user_type_id        LEFT JOIN sys.default_constraints AS sys_def ON sys_def.parent_object_id = sys_t.object_id AND sys_def.parent_column_id = sys_col.column_id  WHERE sys_obj.type = 'U'  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Refuel'",0.047,11,0
14:09:32,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  COL_NAME( sys_idx_col.object_id, sys_idx_col.column_id ) AS ColumnName  FROM    sys.indexes AS sys_i  INNER JOIN sys.index_columns AS sys_idx_col    ON  sys_i.object_id = sys_idx_col.object_id    AND sys_i.index_id  = sys_idx_col.index_id  WHERE  sys_idx_col.OBJECT_ID = '917578307' AND sys_i.is_primary_key = 1",0.044,1,1
14:10:29,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', 'Table', N'Warehouse', DEFAULT, DEFAULT )",0.044,2,0
14:10:29,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  COL_NAME( sys_idx_col.object_id, sys_idx_col.column_id ) AS ColumnName  FROM    sys.indexes AS sys_i  INNER JOIN sys.index_columns AS sys_idx_col    ON  sys_i.object_id = sys_idx_col.object_id    AND sys_i.index_id  = sys_idx_col.index_id  WHERE  sys_idx_col.OBJECT_ID = '821577965' AND sys_i.is_primary_key = 1",0.042,1,1
14:10:29,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT        sys_col.name AS 'Column',        sys_col.column_id AS ID,        sys_col.max_length,        sys_col.precision,        sys_col.scale,        sys_col.collation_name,        sys_col.is_nullable,        sys_col.is_identity,        sys_type.name AS 'TypeName',        sys_type.is_user_defined AS 'IsUDT',        SCHEMA_NAME ( sys_type.schema_id ) AS 'TypeSchema',        object_definition( sys_col.default_object_id ) AS 'Default',        sys_def.name AS 'Default_Name'  FROM sys.columns sys_col        JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id        JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id        JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id        JOIN sys.types sys_type ON sys_col.user_type_id = sys_type.user_type_id        LEFT JOIN sys.default_constraints AS sys_def ON sys_def.parent_object_id = sys_t.object_id AND sys_def.parent_column_id = sys_col.column_id  WHERE sys_obj.type = 'U'  AND sys_col.is_computed = 0  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Warehouse' AND sys_col.is_computed = 0",0.047,13,5
14:10:29,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.check_constraints AS sys_check  INNER JOIN sys.schemas AS sys_sch ON sys_check.schema_id = sys_sch.schema_id  INNER JOIN sys.tables AS sys_t ON sys_check.parent_object_id = sys_t.object_id  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Warehouse'",0.067,1,1
14:10:29,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.indexes sys_idx  INNER JOIN sys.tables sys_t ON sys_idx.object_id = sys_t.object_id  INNER JOIN sys.objects sys_obj ON sys_obj.object_id = sys_idx.object_id  INNER JOIN sys.schemas AS sys_sch ON sys_t.schema_id = sys_sch.schema_id  AND sys_idx.index_id > 0  AND sys_obj.type ='U'  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Warehouse'",0.068,1,1
14:10:29,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*)  FROM sys.columns sys_col  JOIN sys.objects sys_obj ON sys_col.object_id = sys_obj.object_id  JOIN sys.tables sys_t ON sys_t.object_id = sys_obj.object_id  JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id  JOIN sys.types sys_type ON sys_col.system_type_id = sys_type.user_type_id  WHERE sys_obj.type = 'U'  AND sys_col.is_computed = 1  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Warehouse'",0.072,1,1
14:10:30,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.objects AS sys_o  INNER JOIN sys.tables sys_t ON sys_o.parent_object_id = sys_t.object_id  INNER JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id  INNER JOIN sys.triggers sys_tr ON sys_o.object_id = sys_tr.object_id  WHERE sys_o.type = 'TR'  AND sys_tr.parent_class = 1 -- DML Triggers  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Warehouse'",0.073,1,1
14:10:30,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT ( CASE WHEN Stat.EstimateCount > 1000 THEN 1 ELSE 0 END ) AS IsEstimate, ( CASE WHEN Stat.EstimateCount > 1000 THEN Stat.EstimateCount ELSE ( SELECT COUNT(*) FROM [dbo].[Warehouse] ) END ) AS RecordCount FROM ( SELECT CAST( p.rows AS float ) AS EstimateCount FROM sys.tables AS tbl INNER JOIN sys.indexes AS idx ON idx.object_id = tbl.object_id and idx.index_id < 2 INNER JOIN sys.partitions AS p ON p.object_id = CAST( tbl.object_id AS int ) AND p.index_id=idx.index_id WHERE ( ( tbl.name = N'Warehouse' AND SCHEMA_NAME( tbl.schema_id ) = N'dbo' ) ) ) Stat",0.043,2,1
14:10:32,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', 'Table', N'Warehouse', 'Constraint', N'lnk_City_Warehouse' )",0.048,2,0
14:10:37,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', 'Table', N'Shipment', DEFAULT, DEFAULT )",0.052,2,0
14:10:38,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.check_constraints AS sys_check  INNER JOIN sys.schemas AS sys_sch ON sys_check.schema_id = sys_sch.schema_id  INNER JOIN sys.tables AS sys_t ON sys_check.parent_object_id = sys_t.object_id  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Shipment'",0.069,1,1
14:10:38,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.indexes sys_idx  INNER JOIN sys.tables sys_t ON sys_idx.object_id = sys_t.object_id  INNER JOIN sys.objects sys_obj ON sys_obj.object_id = sys_idx.object_id  INNER JOIN sys.schemas AS sys_sch ON sys_t.schema_id = sys_sch.schema_id  AND sys_idx.index_id > 0  AND sys_obj.type ='U'  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Shipment'",0.073,1,1
14:10:38,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.objects AS sys_o  INNER JOIN sys.tables sys_t ON sys_o.parent_object_id = sys_t.object_id  INNER JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id  INNER JOIN sys.triggers sys_tr ON sys_o.object_id = sys_tr.object_id  WHERE sys_o.type = 'TR'  AND sys_tr.parent_class = 1 -- DML Triggers  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Shipment'",0.082,1,1
14:10:38,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT ( CASE WHEN Stat.EstimateCount > 1000 THEN 1 ELSE 0 END ) AS IsEstimate, ( CASE WHEN Stat.EstimateCount > 1000 THEN Stat.EstimateCount ELSE ( SELECT COUNT(*) FROM [dbo].[Shipment] ) END ) AS RecordCount FROM ( SELECT CAST( p.rows AS float ) AS EstimateCount FROM sys.tables AS tbl INNER JOIN sys.indexes AS idx ON idx.object_id = tbl.object_id and idx.index_id < 2 INNER JOIN sys.partitions AS p ON p.object_id = CAST( tbl.object_id AS int ) AND p.index_id=idx.index_id WHERE ( ( tbl.name = N'Shipment' AND SCHEMA_NAME( tbl.schema_id ) = N'dbo' ) ) ) Stat",0.042,2,1
14:11:15,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"BEGIN TRANSACTION;  -- CREATE LINK ""lnk_Warehouse_Shipment"" ------------------------ ALTER TABLE [dbo].[Shipment] 	ADD CONSTRAINT [lnk_Warehouse_Shipment] 	FOREIGN KEY ([WarehouseID]) 	REFERENCES [dbo].[Warehouse]( [WarehouseID] ) 	ON DELETE Cascade 	ON UPDATE Cascade GO; -- -------------------------------------------------------------  -- CHANGE ""ENABLED"" OF ""LINK ""lnk_Warehouse_Shipment"" ---------- ALTER TABLE [dbo].[Shipment] NOCHECK CONSTRAINT [lnk_Warehouse_Shipment] GO; -- -------------------------------------------------------------  COMMIT TRANSACTION; ",0.145,0,0
14:11:15,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT sys_fk.name AS 'FKName',     OBJECT_NAME( sys_fk.parent_object_id ) AS ChildTable,     OBJECT_NAME ( sys_fk.referenced_object_id ) AS ParentTable,     sys_sch_c.name AS 'Child Schema',     sys_sch_p.name AS 'Parent Schema',     sys_fk.is_disabled,     sys_fk.is_not_for_replication,     sys_fk.delete_referential_action_desc AS DeleteRule,     sys_fk.update_referential_action_desc AS UpdateRule,      (          SELECT              COL_NAME( sys_fk_col_fk.parent_object_id, sys_fk_col_fk.parent_column_id ) + ','          FROM sys.foreign_keys AS sys_fk_fk              INNER JOIN sys.foreign_key_columns AS sys_fk_col_fk ON sys_fk_fk.OBJECT_ID = sys_fk_col_fk.constraint_object_id          WHERE sys_fk_fk.object_id = sys_fk.object_id          FOR XML PATH('')      ) AS 'FK_Fields',      (          SELECT              COL_NAME( sys_fk_col_pk.referenced_object_id , sys_fk_col_pk.referenced_column_id ) + ','          FROM sys.foreign_keys AS sys_fk_fk              INNER JOIN sys.foreign_key_columns AS sys_fk_col_pk ON sys_fk_fk.OBJECT_ID = sys_fk_col_pk.constraint_object_id          WHERE sys_fk_fk.object_id = sys_fk.object_id          FOR XML PATH('')      ) AS 'PK_Fields'     FROM sys.foreign_keys AS sys_fk         INNER JOIN sys.tables AS sys_t_c 	ON sys_fk.parent_object_id = sys_t_c.object_id         INNER JOIN sys.schemas AS sys_sch_c ON sys_t_c.schema_id = sys_sch_c.schema_id         INNER JOIN sys.tables AS sys_t_p 	ON sys_fk.referenced_object_id = sys_t_p.object_id         INNER JOIN sys.schemas AS sys_sch_p ON sys_sch_p.schema_id = sys_t_p.schema_id     WHERE ( sys_sch_c.name = N'dbo' OR sys_sch_p.name = N'dbo' )",0.047,11,11
14:11:15,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', DEFAULT, DEFAULT, DEFAULT, DEFAULT )",0.045,2,0
14:11:15,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.objects AS sys_obj INNER JOIN sys.schemas AS sys_sch ON sys_obj.schema_id = sys_sch.schema_id WHERE sys_obj.type IN ('FN', 'IF', 'TF', 'P') AND sys_sch.name = N'dbo'",0.047,1,1
14:11:15,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.synonyms AS sys_syn WHERE SCHEMA_NAME ( sys_syn.schema_id ) = N'dbo'",0.044,1,1
14:11:15,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.types AS sys_type JOIN sys.types AS system_type ON sys_type.system_type_id = system_type.system_type_id WHERE sys_type.is_user_defined = 1 AND system_type.is_user_defined <> 1 AND SCHEMA_NAME ( sys_type.schema_id ) = N'dbo'",0.042,1,1
14:11:15,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.views WHERE SCHEMA_NAME( schema_id ) = N'dbo'",0.045,1,1
14:11:32,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"BEGIN TRANSACTION;  -- CREATE LINK ""lnk_Warehouse_Shipment"" ------------------------ ALTER TABLE [dbo].[Shipment] 	ADD CONSTRAINT [lnk_Warehouse_Shipment] 	FOREIGN KEY ([WarehouseID]) 	REFERENCES [dbo].[Warehouse]( [WarehouseID] ) 	ON DELETE Set NULL 	ON UPDATE No Action GO; -- -------------------------------------------------------------  -- CHANGE ""ENABLED"" OF ""LINK ""lnk_Warehouse_Shipment"" ---------- ALTER TABLE [dbo].[Shipment] NOCHECK CONSTRAINT [lnk_Warehouse_Shipment] GO; -- -------------------------------------------------------------  COMMIT TRANSACTION; ",0.141,0,0
14:11:32,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT sys_fk.name AS 'FKName',     OBJECT_NAME( sys_fk.parent_object_id ) AS ChildTable,     OBJECT_NAME ( sys_fk.referenced_object_id ) AS ParentTable,     sys_sch_c.name AS 'Child Schema',     sys_sch_p.name AS 'Parent Schema',     sys_fk.is_disabled,     sys_fk.is_not_for_replication,     sys_fk.delete_referential_action_desc AS DeleteRule,     sys_fk.update_referential_action_desc AS UpdateRule,      (          SELECT              COL_NAME( sys_fk_col_fk.parent_object_id, sys_fk_col_fk.parent_column_id ) + ','          FROM sys.foreign_keys AS sys_fk_fk              INNER JOIN sys.foreign_key_columns AS sys_fk_col_fk ON sys_fk_fk.OBJECT_ID = sys_fk_col_fk.constraint_object_id          WHERE sys_fk_fk.object_id = sys_fk.object_id          FOR XML PATH('')      ) AS 'FK_Fields',      (          SELECT              COL_NAME( sys_fk_col_pk.referenced_object_id , sys_fk_col_pk.referenced_column_id ) + ','          FROM sys.foreign_keys AS sys_fk_fk              INNER JOIN sys.foreign_key_columns AS sys_fk_col_pk ON sys_fk_fk.OBJECT_ID = sys_fk_col_pk.constraint_object_id          WHERE sys_fk_fk.object_id = sys_fk.object_id          FOR XML PATH('')      ) AS 'PK_Fields'     FROM sys.foreign_keys AS sys_fk         INNER JOIN sys.tables AS sys_t_c 	ON sys_fk.parent_object_id = sys_t_c.object_id         INNER JOIN sys.schemas AS sys_sch_c ON sys_t_c.schema_id = sys_sch_c.schema_id         INNER JOIN sys.tables AS sys_t_p 	ON sys_fk.referenced_object_id = sys_t_p.object_id         INNER JOIN sys.schemas AS sys_sch_p ON sys_sch_p.schema_id = sys_t_p.schema_id     WHERE ( sys_sch_c.name = N'dbo' OR sys_sch_p.name = N'dbo' )",0.045,11,11
14:11:32,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', DEFAULT, DEFAULT, DEFAULT, DEFAULT )",0.042,2,0
14:11:32,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.objects AS sys_obj INNER JOIN sys.schemas AS sys_sch ON sys_obj.schema_id = sys_sch.schema_id WHERE sys_obj.type IN ('FN', 'IF', 'TF', 'P') AND sys_sch.name = N'dbo'",0.044,1,1
14:11:32,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.synonyms AS sys_syn WHERE SCHEMA_NAME ( sys_syn.schema_id ) = N'dbo'",0.043,1,1
